# type_map_central.csv -- source cluster/annotation -> MaleCNS v1.0 type, for the two central-brain single-cell atlases.
# sources: davie2018 = Davie et al. 2018 Cell 174:982 (GEO GSE107451, 57k-cell 10x metadata `annotation`; Table S2 = mmc2.xlsx);
#          fca2022 = Li et al. 2022 Science 375:eabk2432, Fly Cell Atlas head 10x stringent loom col_attrs/annotation (FBbt terms).
# tier: exact = source label (or its type token) is a MaleCNS type name; alias = documented synonym of one type; fuzzy = the label names a
#       family that MaleCNS splits into several types, selected by the name rule in `rule` (re:regex | list:A|B); class = the label is a cell
#       class, MaleCNS side selected by class/subclass/nt columns or a curated list (`rule`); unmatched = no evidenced correspondence.
# One row per (source_name, malecns_type). n_cells_malecns = MaleCNS cells of that type; n_cells_source = cells/nuclei in the source cluster.
# Sex: davie2018 is mixed-sex (male 27,854 / female 29,048), fca2022 head is mixed (male 47,409 / female 49,105 / mix 4,013); MaleCNS is male.
# Built by scratchpad/build_central_map.py (session 10 NT integration workflow, source key central).
source,source_name,malecns_type,tier,evidence,n_cells_malecns,n_cells_source,rule
fca2022,antennal lobe projection neuron,CB2589,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,CB2703,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,CB2711,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,CB2772,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,CB3228,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",3,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,CB3383,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",1,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,CB3447,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",5,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DA1_lPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",13,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DA1_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DA2_lPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",10,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DA3_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DA4l_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DA4m_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DC1_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DC2_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DC3_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DC4_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DC4_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DL1_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DL2d_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",9,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DL2d_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DL2v_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",8,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DL3_lPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",11,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DL4_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DL5_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DM1_lPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DM2_lPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DM3_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DM3_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DM4_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DM4_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DM5_lPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",7,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DM6_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",7,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DP1l_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DP1l_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",3,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DP1m_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,DP1m_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,D_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,MZ_lv2PN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_VPNml66,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_adPNm3,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_adPNm4,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_adPNm5,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",9,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_adPNm7,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",3,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_adPNm8,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_ilPNm90,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_imPNl92,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_l2PN10t19,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_l2PN3t18,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_l2PNl20,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_l2PNl21,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_l2PNl22,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_l2PNl23,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_l2PNm14,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_l2PNm15,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_l2PNm16,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_l2PNm17,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lPNm11A,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lPNm11B,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lPNm11C,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lPNm11D,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",12,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lPNm12,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lPNm13,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",7,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lv2PN9t49_a,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lv2PN9t49_b,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm24,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm25,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm26,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm27,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",1,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm28,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm29,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm30,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm31,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm32,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm33,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",5,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm35,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",5,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm37,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",5,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm38,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm39,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm40,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm41,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",5,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm42,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",3,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm43,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm44,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm45,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",7,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm46,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm47,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_lvPNm48,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",8,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_smPN6t2,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_smPNm1,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_spPN4t9,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_spPN5t10,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml50,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml51,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml52,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml53,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",12,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml54,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml55,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml57,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml60,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",5,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml63,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",7,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml65,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml67,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml68,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",5,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml69,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml72,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml73,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml75,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml76,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml77,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml78,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",1,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml79,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml80,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml83,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",8,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml84,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",8,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml86,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",3,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml87,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,M_vPNml88,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VA1d_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VA1d_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VA1v_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",8,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VA1v_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VA2_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VA3_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VA4_lPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VA5_lPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VA6_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VA7l_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VA7m_lPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VC1_lPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VC2_lPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VC3_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",7,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VC4_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VC5_lvPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VL1_ilPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VL1_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VL2a_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VL2a_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VL2p_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VL2p_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VM1_lPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VM2_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",3,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VM3_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VM4_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VM4_lvPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VM5d_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",12,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VM5v_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",5,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VM6_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VM6_lvPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VM7d_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",7,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VM7v_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",3,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP1d+VP4_l2PN1,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP1d+VP4_l2PN2,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP1d_il2PN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP1l+VP3_ilPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP1l+_lvPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",9,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP1m+VP2_lvPN1,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP1m+VP2_lvPN2,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",8,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP1m+VP5_ilPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP1m+_lvPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP1m_l2PN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP2+VC5_l2PN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP2+Z_lvPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",4,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP2+_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP2_adPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",1,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP2_l2PN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP3+VP1l_ivPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP3+_l2PN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",6,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP3+_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP4+VL1_l2PN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP4+_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
fca2022,antennal lobe projection neuron,VP4_vPN,class,"FCA annotation (FBbt), 23 nuclei; MaleCNS class ALPN",2,23,query:klass == 'ALPN'
